id,name,full_name,team,position,total_minutes,games_played,total_points,recent_minutes,recent_games,minutes_per_recent_game,times_unavailable_last_10,estimated_injury_count,goals,assists,yellow_cards,red_cards,chance_of_playing,news,status,form,influence,creativity,threat,ict_index,selected_by_percent,estimated_age
224,Cucurella,Marc Cucurella Saseta,Chelsea,2,1256,14,63,450,5,90.0,0,0,0,2,3,0,100,,a,3.5,255.0,276.1,103.0,63.4,23.1,27
225,James,Reece James,Chelsea,2,931,10,61,238,4,59.5,1,0,1,4,2,0,100,,a,3.8,252.2,260.6,56.0,57.0,8.5,27
226,Chalobah,Trevoh Chalobah,Chelsea,2,1200,14,82,450,5,90.0,1,0,3,1,2,1,100,,a,6.8,374.0,76.0,127.0,57.7,13.1,27
227,Colwill,Levi Samuels Colwill,Chelsea,2,0,0,0,0,0,0.0,10,15,0,0,0,0,100,Anterior cruciate ligament - Unknown return date,i,0.0,0.0,0.0,0.0,0.0,0.1,22
228,Gusto,Malo Gusto,Chelsea,2,797,8,50,324,5,64.8,1,0,1,1,0,1,100,,a,2.8,168.2,144.8,78.0,39.1,1.6,27
229,B.Badiashile,Benoît Badiashile Mukinayi,Chelsea,2,155,2,0,90,2,45.0,6,0,0,0,2,0,100,,a,0.0,24.8,3.7,0.0,2.9,0.0,22
230,Fofana,Wesley Fofana,Chelsea,2,487,6,28,270,3,90.0,6,0,0,0,0,0,75,Eye Injury - 75% chance of playing,d,3.2,96.8,8.6,16.0,12.2,0.3,25
231,M.Sarr,Mamadou Sarr,Chelsea,2,0,0,0,0,0,0.0,10,15,0,0,0,0,100,Has joined RC Strasbourg on loan for the rest of the season.,u,0.0,0.0,0.0,0.0,0.0,0.0,22
232,Tosin,Tosin Adarabioyo,Chelsea,2,557,5,27,180,2,90.0,5,0,0,0,1,0,100,,a,3.2,167.8,17.6,19.0,20.5,0.3,27
233,Acheampong,Josh Acheampong,Chelsea,2,348,4,27,0,0,0.0,6,0,1,0,0,0,100,,a,0.0,88.4,8.5,60.0,15.8,1.6,22
234,Anselmino,Aarón Anselmino,Chelsea,2,0,0,0,0,0,0.0,10,15,0,0,0,0,100,has joined Borussia Dortmund on loan for the rest of the season.,u,0.0,0.0,0.0,0.0,0.0,0.1,22
235,Palmer,Cole Palmer,Chelsea,3,230,3,13,86,2,43.0,8,0,1,0,0,0,100,,a,0.5,59.2,38.2,78.0,17.4,10.0,21
236,Neto,Pedro Lomba Neto,Chelsea,3,1144,14,70,391,5,78.2,0,0,5,2,2,0,100,,a,4.5,309.2,368.2,300.0,97.9,9.2,26
237,Enzo,Enzo Fernández,Chelsea,3,1240,14,66,442,5,88.4,1,0,4,2,2,0,100,,a,4.5,318.2,356.1,336.0,101.2,12.7,26
238,Estêvão,Estêvão Almeida de Oliveira Gonçalves,Chelsea,3,440,6,31,129,4,32.25,1,0,1,3,3,0,100,,a,0.5,107.2,155.6,181.0,44.4,2.8,24
239,Gittens,Jamie Bynoe-Gittens,Chelsea,3,398,4,20,157,3,52.333333333333336,3,0,0,2,0,0,100,,a,2.8,82.8,126.5,79.0,28.8,0.1,21
240,Nkunku,Christopher Nkunku,Chelsea,3,0,0,0,0,0,0.0,10,15,0,0,0,0,100,has joined AC Milan permanently.,u,0.0,0.0,0.0,0.0,0.0,0.1,21
241,Caicedo,Moisés Caicedo Corozo,Chelsea,3,982,11,58,127,2,63.5,3,0,3,1,2,1,100,Suspended until 20 Dec,s,-0.5,306.2,134.6,59.0,49.7,10.6,26
243,George,Tyrique George,Chelsea,3,142,0,4,0,0,0.0,9,0,0,0,2,0,100,,a,0.0,8.2,7.0,56.0,7.1,0.1,21
244,Lavia,Roméo Lavia,Chelsea,3,105,1,4,0,0,0.0,6,11,0,0,0,0,100,Thigh injury - Unknown return date,i,0.0,9.6,7.5,2.0,1.8,0.0,21
245,Mudryk,Mykhailo Mudryk,Chelsea,3,0,0,0,0,0,0.0,10,0,0,0,0,0,100,Suspended - unknown return date,s,0.0,0.0,0.0,0.0,0.0,0.0,21
246,Andrey Santos,Andrey Nascimento dos Santos,Chelsea,3,393,4,14,173,3,57.66666666666666,4,0,0,0,2,0,100,,a,1.8,62.6,64.4,43.0,17.0,0.3,21
247,D.Essugo,Dário Luís Essugo,Chelsea,3,0,0,0,0,0,0.0,10,15,0,0,0,0,100,Thigh injury - Unknown return date,i,0.0,0.0,0.0,0.0,0.0,0.1,21
248,Paez,Kendry Páez Andrade,Chelsea,3,0,0,0,0,0,0.0,10,15,0,0,0,0,100,Has joined RC Strasbourg on loan for the rest of the season.,u,0.0,0.0,0.0,0.0,0.0,0.0,21
249,João Pedro,João Pedro Junqueira de Jesus,Chelsea,4,1180,14,64,333,5,66.6,0,0,4,3,1,0,100,,a,1.2,294.2,275.2,346.0,91.1,35.0,26
250,Delap,Liam Delap,Chelsea,4,346,6,12,255,5,51.0,5,7,0,0,0,0,100,Shoulder injury - Unknown return date,i,1.5,13.4,11.4,122.0,14.1,1.0,24
251,N.Jackson,Nicolas Jackson,Chelsea,4,0,0,0,0,0,0.0,10,15,0,0,0,0,100,has joined Bayern Munich on loan for the rest of the season.,u,0.0,0.0,0.0,0.0,0.0,0.1,21
252,Marc Guiu,Marc Guiu Paz,Chelsea,4,247,1,12,98,4,24.5,3,0,0,1,1,0,100,,a,1.2,24.6,38.8,81.0,12.6,7.2,21
453,Garnacho,Alejandro Garnacho Ferreyra,Chelsea,3,492,6,29,240,4,60.0,2,0,1,2,0,0,100,,a,1.2,105.6,139.8,162.0,40.7,0.7,24
672,Hato,Jorrel Hato,Chelsea,2,166,2,3,0,0,0.0,8,0,0,0,2,0,100,,a,0.0,24.0,3.3,6.0,3.2,0.2,22
743,Emenalo,Landon Emenalo,Chelsea,3,0,0,0,0,0,0.0,9,0,0,0,0,0,100,,a,0.0,0.0,0.0,0.0,0.0,0.0,21
253,Henderson,Dean Henderson,Crystal Palace,1,1350,15,63,450,5,90.0,0,0,0,0,1,0,100,,a,4.5,298.2,10.0,0.0,30.6,8.9,28
254,Benitez,Walter Benítez,Crystal Palace,1,0,0,0,0,0,0.0,10,0,0,0,0,0,100,,a,0.0,0.0,0.0,0.0,0.0,0.3,23
255,Matthews,Remi Matthews,Crystal Palace,1,0,0,0,0,0,0.0,10,0,0,0,0,0,100,,a,0.0,0.0,0.0,0.0,0.0,0.1,23
256,Muñoz,Daniel Muñoz Mejía,Crystal Palace,2,1260,14,89,360,4,90.0,1,0,3,3,4,0,75,Knee injury - 75% chance of playing,d,7.2,336.0,128.1,240.0,70.2,25.0,27
257,Lacroix,Maxence Lacroix,Crystal Palace,2,1350,15,80,450,5,90.0,0,0,0,2,1,0,100,,a,6.0,338.6,42.8,66.0,44.6,6.5,27
258,Mitchell,Tyrick Mitchell,Crystal Palace,2,1344,15,70,444,5,88.8,0,0,1,0,2,0,100,,a,3.8,296.8,193.5,89.0,58.0,2.5,27
259,Sosa,Borna Sosa,Crystal Palace,2,1,0,1,0,0,0.0,9,0,0,0,0,0,100,,a,0.0,0.0,0.0,0.0,0.0,0.1,22
260,Guéhi,Marc Guéhi,Crystal Palace,2,1260,14,91,360,4,90.0,1,0,2,4,2,0,100,,a,6.8,370.4,123.8,140.0,63.4,36.8,27
261,Richards,Chris Richards,Crystal Palace,2,1342,15,72,442,5,88.4,0,0,0,0,0,0,100,,a,5.0,334.4,64.4,58.0,45.9,4.1,27
262,Chadi Riad,Chadi Riad Dnanou,Crystal Palace,2,0,0,0,0,0,0.0,10,0,0,0,0,0,100,,a,0.0,0.0,0.0,0.0,0.0,0.0,22
263,Clyne,Nathaniel Clyne,Crystal Palace,2,80,1,3,76,1,76.0,9,0,0,0,0,0,100,,a,0.5,20.4,12.2,5.0,3.8,0.5,22
264,Holding,Rob Holding,Crystal Palace,2,0,0,0,0,0,0.0,10,15,0,0,0,0,100,Has joined Colorado Rapids permanently.,u,0.0,0.0,0.0,0.0,0.0,0.0,22
265,Kporha,Caleb Kporha,Crystal Palace,2,0,0,0,0,0,0.0,10,15,0,0,0,0,100,Back injury - Unknown return date,i,0.0,0.0,0.0,0.0,0.0,0.0,22
267,Sarr,Ismaïla Sarr,Crystal Palace,3,919,11,50,217,3,72.33333333333333,2,4,3,1,1,0,100,Ankle injury - Unknown return date,i,1.0,194.4,130.0,192.0,51.7,3.7,26
268,Doucouré,Cheick Doucouré,Crystal Palace,3,0,0,0,0,0,0.0,10,15,0,0,0,0,100,Knee injury - Unknown return date,i,0.0,0.0,0.0,0.0,0.0,0.0,21
269,Esse,Romain Esse,Crystal Palace,3,24,0,1,0,0,0.0,10,0,0,0,0,0,100,,a,0.0,4.6,0.4,2.0,0.7,0.1,21
270,Hughes,Will Hughes,Crystal Palace,3,473,5,17,34,4,8.5,3,0,0,0,3,0,100,,a,0.8,65.6,100.9,26.0,19.2,0.1,24
271,Kamada,Daichi Kamada,Crystal Palace,3,1100,13,44,424,5,84.8,0,0,0,2,0,0,100,,a,3.0,133.4,146.6,106.0,38.6,0.1,26
272,Lerma,Jefferson Lerma Solís,Crystal Palace,3,489,4,28,219,5,43.8,1,0,0,2,3,0,100,,a,1.8,78.2,63.8,66.0,20.8,0.1,21
273,Wharton,Adam Wharton,Crystal Palace,3,1028,13,48,397,5,79.4,1,0,0,3,1,0,100,,a,5.5,178.6,293.7,36.0,50.8,0.5,26
274,Agbinone,Asher Agbinone,Crystal Palace,3,0,0,0,0,0,0.0,10,0,0,0,0,0,100,,a,0.0,0.0,0.0,0.0,0.0,0.0,21
275,Ahamada,Naouirou Ahamada,Crystal Palace,3,0,0,0,0,0,0.0,10,0,0,0,0,0,100,,a,0.0,0.0,0.0,0.0,0.0,0.0,21
276,Devenny,Justin Devenny,Crystal Palace,3,198,1,13,41,4,10.25,3,0,0,0,0,0,100,,a,1.0,17.8,32.5,75.0,12.6,1.1,21
277,Ebiowei,Malcolm Ebiowei,Crystal Palace,3,0,0,0,0,0,0.0,10,15,0,0,0,0,100,Has joined Blackpool permanently.,u,0.0,0.0,0.0,0.0,0.0,0.0,21
278,J.Rak-Sakyi,Jesurun Rak-Sakyi,Crystal Palace,3,0,0,0,0,0,0.0,10,15,0,0,0,0,100,has joined Caykur Rizespor on loan for the rest of the season.,u,0.0,0.0,0.0,0.0,0.0,0.0,21
279,M.França,Matheus França de Oliveira,Crystal Palace,3,0,0,0,0,0,0.0,10,15,0,0,0,0,100,Has joined CR Vasco da Gama on loan for the rest of the season.,u,0.0,0.0,0.0,0.0,0.0,0.0,21
280,Ozoh,David Ozoh,Crystal Palace,3,0,0,0,0,0,0.0,10,15,0,0,0,0,100,Has joined Derby County on loan for the rest of the season.,u,0.0,0.0,0.0,0.0,0.0,0.0,21
281,Rodney,Kaden Rodney,Crystal Palace,3,0,0,0,0,0,0.0,10,0,0,0,0,0,100,,a,0.0,0.0,0.0,0.0,0.0,0.0,21
282,Umeh,Franco Umeh-Chibueze,Crystal Palace,3,0,0,0,0,0,0.0,10,15,0,0,0,0,100,has joined Portsmouth permanently.,u,0.0,0.0,0.0,0.0,0.0,0.0,21
283,Mateta,Jean-Philippe Mateta,Crystal Palace,4,1236,15,61,367,5,73.4,0,0,7,0,2,0,100,,a,2.8,327.6,85.8,507.0,91.9,25.0,26
284,Nketiah,Eddie Nketiah,Crystal Palace,4,279,1,19,172,4,43.0,2,0,2,0,2,0,100,,a,2.8,98.4,71.0,138.0,30.8,0.4,21
285,Édouard,Odsonne Édouard,Crystal Palace,4,2,0,1,0,0,0.0,10,14,0,0,0,0,100,has joined RC Lens permanently.,u,0.0,2.0,0.0,0.0,0.2,0.2,21
286,Marsh,Zach Marsh,Crystal Palace,4,0,0,0,0,0,0.0,10,0,0,0,0,0,100,,a,0.0,0.0,0.0,0.0,0.0,0.3,21
690,Cardines,Rio Cardines,Crystal Palace,3,0,0,0,0,0,0.0,10,0,0,0,0,0,100,,a,0.0,0.0,0.0,0.0,0.0,0.3,21
712,Yeremy,Yéremy Pino Santos,Crystal Palace,3,839,11,33,334,5,66.8,0,0,1,1,3,0,100,,a,4.5,134.0,279.4,147.0,55.8,0.2,26
723,Canvot,Jaydee Canvot,Crystal Palace,2,113,1,14,112,4,28.0,5,0,0,0,0,0,100,,a,0.8,36.8,1.3,8.0,4.7,0.0,22
732,Uche,Christantus Uche,Crystal Palace,4,44,0,5,36,2,18.0,6,0,0,0,0,0,100,,a,0.5,5.8,2.8,40.0,4.8,0.0,21
242,Dewsbury-Hall,Kiernan Dewsbury-Hall,Everton,3,1242,14,74,445,5,89.0,1,0,4,3,5,0,100,,a,9.8,285.6,313.5,189.0,78.8,7.6,26
287,Pickford,Jordan Pickford,Everton,1,1350,15,66,450,5,90.0,0,0,0,0,0,0,100,,a,6.0,382.4,0.1,0.0,38.1,10.6,28
288,Travers,Mark Travers,Everton,1,0,0,0,0,0,0.0,10,0,0,0,0,0,100,,a,0.0,0.0,0.0,0.0,0.0,0.1,23
289,Tyrer,Harry Tyrer,Everton,1,0,0,0,0,0,0.0,10,0,0,0,0,0,100,,a,0.0,0.0,0.0,0.0,0.0,0.1,23
290,Branthwaite,Jarrad Branthwaite,Everton,2,0,0,0,0,0,0.0,10,15,0,0,0,0,100,Hamstring injury - Unknown return date,i,0.0,0.0,0.0,0.0,0.0,0.1,22
291,Tarkowski,James Tarkowski,Everton,2,1350,15,73,450,5,90.0,0,0,0,1,3,0,100,,a,7.5,381.6,119.5,88.0,59.1,6.9,27
292,Mykolenko,Vitalii Mykolenko,Everton,2,1075,12,38,450,5,90.0,0,0,0,0,3,0,100,,a,5.2,182.2,85.5,32.0,29.9,0.5,27
293,O'Brien,Jake O'Brien,Everton,2,1218,13,48,351,5,70.2,0,0,0,1,1,0,100,,a,5.0,211.6,109.6,65.0,38.8,0.4,27
294,Coleman,Séamus Coleman,Everton,2,11,1,3,9,1,9.0,8,12,0,0,0,0,100,Hamstring injury - Unknown return date,i,0.2,0.0,0.1,0.0,0.0,0.1,22
295,Keane,Michael Keane,Everton,2,1234,14,76,360,4,90.0,1,0,2,0,0,0,100,,a,5.0,376.4,22.5,122.0,52.0,2.5,27
296,Patterson,Nathan Patterson,Everton,2,0,0,0,0,0,0.0,10,0,0,0,0,0,100,,a,0.0,0.0,0.0,0.0,0.0,0.0,22
297,Dixon,Roman Dixon,Everton,2,0,0,0,0,0,0.0,10,0,0,0,0,0,100,,a,0.0,0.0,0.0,0.0,0.0,0.2,22
298,Welch,Reece Welch,Everton,2,0,0,0,0,0,0.0,10,0,0,0,0,0,100,,a,0.0,0.0,0.0,0.0,0.0,0.1,22
299,Ndiaye,Iliman Ndiaye,Everton,3,1253,15,71,429,5,85.8,0,0,4,2,2,0,100,,a,4.0,334.0,235.2,267.0,83.7,9.1,26
300,McNeil,Dwight McNeil,Everton,3,91,0,7,40,4,10.0,4,0,0,0,0,0,100,,a,1.0,19.6,46.6,8.0,7.3,0.1,21
301,Alcaraz,Carlos Alcaraz Durán,Everton,3,440,4,18,198,4,49.5,2,0,0,1,3,0,100,,a,2.5,48.0,67.1,82.0,19.7,0.1,21
302,Gana,Idrissa Gana Gueye,Everton,3,961,12,40,102,2,51.0,3,0,2,0,0,1,100,,a,-0.5,174.4,108.2,110.0,39.2,0.1,26
303,Garner,James Garner,Everton,3,1350,15,56,450,5,90.0,0,0,1,2,4,0,100,,a,3.5,301.6,257.1,119.0,67.8,0.6,26
304,Iroegbunam,Tim Iroegbunam,Everton,3,481,6,24,210,4,52.5,3,0,0,2,5,0,100,,a,1.5,81.2,27.2,14.0,12.2,0.0,24
305,Armstrong,Harrison Armstrong,Everton,3,1,0,1,0,0,0.0,10,14,0,0,0,0,100,has joined Preston North End on loan for the rest of the season.,u,0.0,0.0,0.0,0.0,0.0,0.0,21
306,Bates,Callum Bates,Everton,3,0,0,0,0,0,0.0,10,0,0,0,0,0,100,,a,0.0,0.0,0.0,0.0,0.0,0.1,21
307,Ebere,Coby Ebere,Everton,3,0,0,0,0,0,0.0,10,0,0,0,0,0,100,,a,0.0,0.0,0.0,0.0,0.0,0.0,21
308,Heath,Isaac Heath,Everton,3,0,0,0,0,0,0.0,10,15,0,0,0,0,100,has joined Accrington on loan for the rest of the season.,u,0.0,0.0,0.0,0.0,0.0,0.0,21
309,Metcalfe,Jenson Metcalfe,Everton,3,0,0,0,0,0,0.0,10,15,0,0,0,0,100,Has joined Bradford City permanently.,u,0.0,0.0,0.0,0.0,0.0,0.0,21
310,Barry,Thierno Barry,Everton,4,686,8,23,384,5,76.8,0,0,1,0,2,0,100,,a,2.8,46.0,78.3,149.0,25.8,0.4,26
311,Beto,Norberto Bercique Gomes Betuncal,Everton,4,656,7,25,61,5,12.2,0,0,1,0,1,0,100,,a,1.0,82.6,48.8,230.0,34.7,2.6,26
312,Y.Chermiti,Youssef Ramalho Chermiti,Everton,4,0,0,0,0,0,0.0,10,15,0,0,0,0,100,has joined Rangers permanently.,u,0.0,0.0,0.0,0.0,0.0,0.1,21
313,Sherif,Martin Sherif,Everton,4,0,0,0,0,0,0.0,10,15,0,0,0,0,100,has joined Rotherham United on loan for the rest of the season.,u,0.0,0.0,0.0,0.0,0.0,0.1,21
419,Grealish,Jack Grealish,Everton,3,1167,13,62,431,5,86.2,1,0,2,4,3,0,100,,a,4.8,305.2,392.3,281.0,98.0,12.4,26
630,King,Tom King,Everton,1,0,0,0,0,0,0.0,10,0,0,0,0,0,100,,a,0.0,0.0,0.0,0.0,0.0,1.4,23
667,Aznou,Adam Aznou,Everton,2,0,0,0,0,0,0.0,10,0,0,0,0,0,100,,a,0.0,0.0,0.0,0.0,0.0,0.1,22
704,Onyango,Tyler Onyango,Everton,3,0,0,0,0,0,0.0,10,14,0,0,0,0,100,has joined Stockport County on loan for the rest of the season.,u,0.0,0.0,0.0,0.0,0.0,0.1,21
705,Campbell,Elijah Campbell,Everton,2,0,0,0,0,0,0.0,10,0,0,0,0,0,100,,a,0.0,0.0,0.0,0.0,0.0,0.2,22
707,Dibling,Tyler Dibling,Everton,3,76,1,5,14,2,7.0,5,0,0,0,1,0,100,,a,0.5,10.0,13.5,6.0,2.8,0.0,21
728,Röhl,Merlin Röhl,Everton,3,91,0,4,23,1,23.0,7,8,0,0,0,0,100,Hernia - Unknown return date,i,0.0,11.4,13.3,7.0,3.2,0.0,21
314,Leno,Bernd Leno,Fulham,1,1350,15,42,450,5,90.0,0,0,0,0,3,0,100,,a,2.0,320.6,0.0,0.0,32.0,1.6,28
315,Benda,Steven Benda,Fulham,1,0,0,0,0,0,0.0,10,15,0,0,0,0,100,Has joined Millwall on loan for the rest of the season.,u,0.0,0.0,0.0,0.0,0.0,0.0,23
316,Robinson,Antonee Robinson,Fulham,2,61,0,3,0,0,0.0,9,12,0,0,0,0,100,Knee injury - Unknown return date,i,0.0,13.6,22.8,4.0,4.1,0.4,22
317,Andersen,Joachim Andersen,Fulham,2,1211,14,54,450,5,90.0,1,0,0,0,0,0,100,,a,3.8,351.2,66.6,62.0,48.0,4.1,27
318,Bassey,Calvin Bassey,Fulham,2,1268,14,46,450,5,90.0,0,0,0,0,3,0,100,,a,4.5,272.8,69.7,17.0,36.1,0.6,27
319,Castagne,Timothy Castagne,Fulham,2,536,6,16,139,4,34.75,2,0,0,1,0,0,100,,a,1.5,96.2,72.5,41.0,21.0,0.1,27
320,Diop,Issa Diop,Fulham,2,223,2,4,0,0,0.0,7,0,0,0,1,0,100,,a,0.0,34.0,1.7,4.0,4.0,0.1,22
321,J.Cuenca,Jorge Cuenca Barreno,Fulham,2,168,2,7,0,0,0.0,9,0,0,0,0,0,100,,a,0.0,40.6,4.6,6.0,5.1,0.0,22
322,Tete,Kenny Tete,Fulham,2,1035,12,47,405,5,81.0,3,0,1,0,1,0,100,,a,5.2,270.4,106.4,69.0,44.6,0.5,27
323,Amissah,Samuel Amissah,Fulham,2,0,0,0,0,0,0.0,10,0,0,0,0,0,100,,a,0.0,0.0,0.0,0.0,0.0,0.1,22
324,Iwobi,Alex Iwobi,Fulham,3,1251,15,54,442,5,88.4,0,0,2,2,2,0,100,,a,3.5,260.4,359.8,146.0,76.7,1.3,26
325,Smith Rowe,Emile Smith Rowe,Fulham,3,404,3,27,191,5,38.2,0,0,2,0,0,0,100,,a,2.8,106.2,79.5,148.0,33.3,0.5,21
326,Adama,Adama Traoré Diarra,Fulham,3,243,1,12,16,2,8.0,3,0,0,0,0,0,100,,a,0.2,19.2,60.7,55.0,13.1,0.1,21
327,Andreas,Andreas Hoelgebaum Pereira,Fulham,3,0,0,0,0,0,0.0,10,15,0,0,0,0,100,has joined Palmeiras permanently.,u,0.0,0.0,0.0,0.0,0.0,0.1,21
328,Sessegnon,Ryan Sessegnon,Fulham,3,1106,13,56,360,4,90.0,1,0,2,2,0,0,75,Hamstring injury - 75% chance of playing,d,2.2,246.2,106.7,122.0,47.4,0.6,26
329,Wilson,Harry Wilson,Fulham,3,978,12,62,384,5,76.8,1,0,4,3,2,0,100,,a,7.0,238.6,198.8,201.0,63.6,2.6,26
330,Berge,Sander Berge,Fulham,3,1303,15,34,435,5,87.0,0,0,0,1,2,0,100,,a,1.8,177.0,175.3,42.0,39.5,0.1,26
331,Cairney,Tom Cairney,Fulham,3,198,1,9,2,1,2.0,5,0,0,0,1,0,100,,a,0.2,17.2,39.4,22.0,8.0,0.0,21
332,Lukić,Saša Lukić,Fulham,3,758,10,30,126,4,31.5,3,0,1,2,5,0,100,,a,0.8,152.8,244.8,71.0,46.8,0.1,26
333,Godo,Martial Godo,Fulham,3,0,0,0,0,0,0.0,10,15,0,0,0,0,100,has joined Strasbourg permanently.,u,0.0,0.0,0.0,0.0,0.0,0.0,21
334,Harris,Luke Harris,Fulham,3,0,0,0,0,0,0.0,10,15,0,0,0,0,100,Has joined Oxford United on loan for the rest of the season.,u,0.0,0.0,0.0,0.0,0.0,0.0,21
335,King,Josh King,Fulham,3,819,11,29,205,5,41.0,0,0,0,1,2,0,100,,a,2.5,97.0,102.8,153.0,34.5,3.3,26
336,Reed,Harrison Reed,Fulham,3,1,0,1,1,1,1.0,9,0,0,0,0,0,100,,a,0.2,0.2,0.1,0.0,0.0,0.3,21
337,Raúl,Raúl Jiménez Rodríguez,Fulham,4,792,10,39,400,5,80.0,1,0,2,3,2,0,100,,a,3.5,143.2,96.2,243.0,47.7,1.5,26
338,Muniz,Rodrigo Muniz Carvalho,Fulham,4,348,4,17,16,1,16.0,8,8,1,1,1,0,100,Hamstring injury - Expected back 01 Jan,i,0.0,61.8,42.0,122.0,22.2,0.8,21
