id,name,full_name,team,position,total_minutes,games_played,total_points,recent_minutes,recent_games,minutes_per_recent_game,times_unavailable_last_10,estimated_injury_count,goals,assists,yellow_cards,red_cards,chance_of_playing,news,status,form,influence,creativity,threat,ict_index,selected_by_percent,estimated_age
664,Lecomte,Benjamin Lecomte,Fulham,1,0,0,0,0,0,0.0,10,0,0,0,0,0,100,,a,0.0,0.0,0.0,0.0,0.0,0.7,23
727,Chukwueze,Samuel Chukwueze,Fulham,3,303,2,30,257,5,51.4,2,0,2,3,0,0,100,,a,5.8,145.4,123.9,122.0,39.2,0.5,21
731,Kevin,Kevin Santos Lopes de Macedo,Fulham,3,416,3,16,188,5,37.6,0,0,0,0,1,0,100,,a,1.5,85.0,117.7,100.0,30.1,0.1,21
737,Kusi-Asare,Jonah Kusi-Asare,Fulham,4,18,0,2,17,1,17.0,8,0,0,0,0,0,100,,a,0.2,1.2,10.5,6.0,1.8,0.1,21
339,Meslier,Illan Meslier,Leeds,1,0,0,0,0,0,0.0,10,0,0,0,0,0,100,,a,0.0,0.0,0.0,0.0,0.0,0.4,23
340,Cairns,Alex Cairns,Leeds,1,0,0,0,0,0,0.0,10,0,0,0,0,0,100,,a,0.0,0.0,0.0,0.0,0.0,0.2,23
341,Darlow,Karl Darlow,Leeds,1,450,5,10,0,0,0.0,7,0,0,0,0,0,100,,a,0.0,105.0,0.0,0.0,10.5,2.1,26
342,Bogle,Jayden Bogle,Leeds,2,1314,15,34,446,5,89.2,0,0,0,2,4,0,100,,a,1.5,175.2,109.1,87.0,37.2,0.2,27
343,Struijk,Pascal Struijk,Leeds,2,1088,12,30,368,5,73.6,2,0,0,0,3,0,100,,a,1.2,224.4,45.6,97.0,36.7,0.2,27
344,Bijol,Jaka Bijol,Leeds,2,460,5,20,280,4,70.0,4,0,1,0,0,0,100,,a,3.5,130.4,12.4,47.0,19.0,0.2,25
345,Bornauw,Sebastiaan Bornauw,Leeds,2,2,0,2,2,2,1.0,8,0,0,0,0,0,100,,a,0.5,0.2,0.1,0.0,0.0,0.1,22
346,Byram,Sam Byram,Leeds,2,7,0,1,0,0,0.0,10,0,0,0,0,0,100,,a,0.0,0.0,0.0,0.0,0.0,0.2,22
347,Gudmundsson,Gabriel Gudmundsson,Leeds,2,1202,14,33,372,5,74.4,0,0,0,0,2,0,100,,a,1.5,256.2,249.1,75.0,58.0,3.8,27
348,Rodon,Joe Rodon,Leeds,2,1350,15,52,450,5,90.0,0,0,2,0,1,0,100,,a,1.5,380.4,54.5,132.0,56.8,5.6,27
349,Schmidt,Isaac Schmidt,Leeds,2,0,0,0,0,0,0.0,10,15,0,0,0,0,100,has joined Werder Bremen on loan for the rest of the season.,u,0.0,0.0,0.0,0.0,0.0,0.1,22
350,Aaronson,Brenden Aaronson,Leeds,3,814,9,48,178,4,44.5,1,0,1,4,1,0,100,,a,1.8,183.4,174.6,203.0,56.1,0.1,26
351,Gnonto,Wilfried Gnonto,Leeds,3,271,4,11,80,3,26.666666666666668,7,0,0,1,2,0,100,,a,1.2,23.8,47.6,20.0,9.2,0.1,21
352,Harrison,Jack Harrison,Leeds,3,261,1,11,8,1,8.0,4,0,0,0,0,0,100,,a,0.0,30.0,49.4,35.0,11.5,0.1,21
353,James,Daniel James,Leeds,3,348,4,13,80,3,26.666666666666668,4,5,0,0,0,0,100,Hamstring injury - Expected back 07 Feb,i,0.5,36.0,95.0,87.0,21.9,0.1,21
354,Ampadu,Ethan Ampadu,Leeds,3,1143,13,36,446,5,89.2,0,0,0,0,4,0,100,,a,3.0,184.2,108.0,25.0,31.9,0.1,26
355,Greenwood,Sam Greenwood,Leeds,3,0,0,0,0,0,0.0,10,15,0,0,0,0,100,has joined Pogon Szczecin permanently.,u,0.0,0.0,0.0,0.0,0.0,0.0,21
356,Gruev,Ilia Gruev,Leeds,3,388,4,12,177,3,59.0,6,0,0,0,1,0,100,,a,1.2,43.0,41.7,2.0,8.7,0.0,21
357,Ramazani,Largie Ramazani,Leeds,3,0,0,0,0,0,0.0,10,15,0,0,0,0,100,has joined Valencia on loan for the rest of the season.,u,0.0,0.0,0.0,0.0,0.0,0.0,21
358,Tanaka,Tanaka Ao,Leeds,3,548,6,34,228,4,57.0,1,0,2,0,1,0,100,,a,5.2,120.2,88.1,67.0,27.4,0.2,26
359,Crew,Charlie Crew,Leeds,3,0,0,0,0,0,0.0,10,15,0,0,0,0,100,Has joined Doncaster Rovers on loan for the rest of the season.,u,0.0,0.0,0.0,0.0,0.0,0.0,21
360,Gelhardt,Joe Gelhardt,Leeds,3,0,0,0,0,0,0.0,10,15,0,0,0,0,100,Has joined Hull City on loan for the rest of the season.,u,0.0,0.0,0.0,0.0,0.0,0.0,21
361,Gyabi,Darko Gyabi,Leeds,3,0,0,0,0,0,0.0,10,15,0,0,0,0,100,has joined Hull City permanently.,u,0.0,0.0,0.0,0.0,0.0,0.0,21
362,Piroe,Joël Piroe,Leeds,4,195,2,9,33,4,8.25,4,0,0,0,0,0,100,,a,0.8,6.0,20.1,81.0,10.3,0.4,21
363,Bamford,Patrick Bamford,Leeds,4,0,0,0,0,0,0.0,10,15,0,0,0,0,100,has departed the club as a free agent.,u,0.0,0.0,0.0,0.0,0.0,0.4,21
364,Mateo Joseph,Mateo Joseph Fernández-Regatillo,Leeds,4,0,0,0,0,0,0.0,10,15,0,0,0,0,100,Has joined RCD Mallorca on loan for the rest of the season.,u,0.0,0.0,0.0,0.0,0.0,0.0,21
365,Nmecha,Lukas Nmecha,Leeds,4,489,5,37,290,4,72.5,1,0,4,0,0,0,50,Hamstring injury - 50% chance of playing,d,3.5,156.2,29.7,217.0,40.3,0.7,24
493,Longstaff,Sean Longstaff,Leeds,3,877,10,40,163,2,81.5,3,3,1,2,1,0,100,Calf injury - Expected back 28 Dec,i,0.5,228.2,327.0,54.0,60.9,0.4,26
660,Stach,Anton Stach,Leeds,3,1000,12,62,292,4,73.0,2,0,2,5,2,0,100,,a,5.5,243.2,336.3,137.0,71.7,1.5,26
665,Perri,Lucas Estella Perri,Leeds,1,900,10,25,450,5,90.0,3,0,0,0,1,0,100,,a,2.0,217.8,0.0,0.0,21.7,0.2,28
691,Calvert-Lewin,Dominic Calvert-Lewin,Leeds,4,853,9,48,255,5,51.0,0,0,4,1,0,0,100,,a,5.8,160.8,135.2,305.0,59.4,1.7,26
698,Okafor,Noah Okafor,Leeds,3,689,9,38,264,5,52.8,1,0,2,2,2,0,100,,a,2.2,137.0,90.6,173.0,40.1,0.1,26
706,Justin,James Justin,Leeds,2,148,1,6,71,2,35.5,5,0,0,0,1,0,100,,a,0.5,32.6,1.8,4.0,3.8,0.2,22
741,Gray,Harry Gray,Leeds,4,0,0,0,0,0,0.0,10,0,0,0,0,0,100,,a,0.0,0.0,0.0,0.0,0.0,0.1,21
366,A.Becker,Alisson Becker,Liverpool,1,900,10,32,360,4,90.0,5,0,0,0,0,0,100,,a,3.0,174.8,0.1,0.0,17.4,5.5,28
367,Mamardashvili,Giorgi Mamardashvili,Liverpool,1,450,5,19,90,1,90.0,5,0,0,0,0,0,100,,a,0.0,140.0,0.0,0.0,13.9,0.8,26
368,Pécsi,Ármin Pécsi,Liverpool,1,0,0,0,0,0,0.0,10,0,0,0,0,0,100,,a,0.0,0.0,0.0,0.0,0.0,0.4,23
369,Woodman,Freddie Woodman,Liverpool,1,0,0,0,0,0,0.0,10,0,0,0,0,0,100,,a,0.0,0.0,0.0,0.0,0.0,0.2,23
370,Frimpong,Jeremie Frimpong,Liverpool,2,83,1,7,0,0,0.0,8,11,0,1,0,0,100,Hamstring injury - Unknown return date,i,0.0,19.4,17.3,29.0,6.6,4.5,22
371,Kerkez,Milos Kerkez,Liverpool,2,939,12,30,279,5,55.8,1,0,1,0,3,0,100,,a,2.2,194.0,166.6,74.0,43.6,3.0,27
372,Robertson,Andrew Robertson,Liverpool,2,403,3,15,167,4,41.75,3,0,0,0,0,0,100,,a,1.0,93.8,135.4,49.0,27.9,1.0,22
373,Virgil,Virgil van Dijk,Liverpool,2,1350,15,56,450,5,90.0,0,0,0,0,3,0,100,,a,3.8,444.0,87.7,101.0,63.1,24.1,27
374,Konaté,Ibrahima Konaté,Liverpool,2,1246,15,52,414,5,82.8,0,0,0,0,2,0,100,,a,3.2,310.4,79.4,67.0,45.9,2.9,27
375,Bradley,Conor Bradley,Liverpool,2,596,8,20,149,2,74.5,3,0,0,1,5,0,100,Suspended until 20 Dec,s,1.2,85.0,79.6,39.0,20.2,0.2,27
376,Gomez,Joe Gomez,Liverpool,2,219,2,19,183,4,45.75,5,0,0,1,2,0,100,,a,3.8,49.6,35.0,18.0,10.2,0.2,22
377,Tsimikas,Konstantinos Tsimikas,Liverpool,2,0,0,0,0,0,0.0,10,15,0,0,0,0,100,has joined AS Roma on loan for the rest of the season.,u,0.0,0.0,0.0,0.0,0.0,0.1,22
378,Nallo,Amara Nallo,Liverpool,2,0,0,0,0,0,0.0,10,0,0,0,0,0,100,,a,0.0,0.0,0.0,0.0,0.0,0.3,22
379,R.Williams,Rhys Williams,Liverpool,2,0,0,0,0,0,0.0,10,0,0,0,0,0,100,,a,0.0,0.0,0.0,0.0,0.0,0.2,22
380,Ramsay,Calvin Ramsay,Liverpool,2,0,0,0,0,0,0.0,10,0,0,0,0,0,100,,a,0.0,0.0,0.0,0.0,0.0,0.3,22
381,M.Salah,Mohamed Salah,Liverpool,3,1119,12,57,225,3,75.0,2,0,4,2,1,0,100,,a,0.8,252.2,389.4,380.0,102.2,17.8,26
382,Wirtz,Florian Wirtz,Liverpool,3,917,10,32,313,4,78.25,1,0,0,1,1,0,100,,a,3.2,103.8,323.4,196.0,62.3,6.7,26
383,Luis Díaz,Luis Díaz Marulanda,Liverpool,3,0,0,0,0,0,0.0,10,15,0,0,0,0,100,Has joined Bayern Munch permanently.,u,0.0,0.0,0.0,0.0,0.0,0.0,21
384,Gakpo,Cody Gakpo,Liverpool,3,1136,13,65,341,5,68.2,0,0,4,3,0,0,100,Knock - Unknown return date,i,4.8,270.0,366.5,365.0,100.3,11.3,26
385,Chiesa,Federico Chiesa,Liverpool,3,143,0,21,33,3,11.0,4,0,2,1,2,0,100,,a,0.2,103.6,19.6,88.0,21.2,0.3,21
386,Mac Allister,Alexis Mac Allister,Liverpool,3,912,12,33,348,5,69.6,0,0,0,2,1,0,100,,a,2.0,149.8,167.0,96.0,41.4,1.2,26
387,Szoboszlai,Dominik Szoboszlai,Liverpool,3,1350,15,59,450,5,90.0,0,0,2,1,4,0,100,,a,3.8,353.6,489.9,181.0,102.5,5.8,26
388,C.Jones,Curtis Jones,Liverpool,3,545,4,19,223,5,44.6,1,0,0,1,1,0,100,,a,1.5,95.4,131.0,42.0,26.7,0.1,23
390,Gravenberch,Ryan Gravenberch,Liverpool,3,1141,13,66,450,5,90.0,1,0,3,3,3,0,100,,a,3.5,292.4,187.1,71.0,55.1,4.4,26
392,Endo,Endo Wataru,Liverpool,3,43,0,7,7,1,7.0,8,0,0,1,1,0,100,,a,0.2,31.2,11.1,0.0,4.2,0.1,21
393,Bajcetic,Stefan Bajčetić Maquieira,Liverpool,3,0,0,0,0,0,0.0,10,15,0,0,0,0,100,Hamstring injury - Unknown return date,i,0.0,0.0,0.0,0.0,0.0,0.0,21
394,McConnell,James McConnell,Liverpool,3,0,0,0,0,0,0.0,10,15,0,0,0,0,100,has joined Ajax on loan for the rest of the season.,u,0.0,0.0,0.0,0.0,0.0,0.0,21
395,Morton,Tyler Morton,Liverpool,3,0,0,0,0,0,0.0,10,15,0,0,0,0,100,Has joined Lyon permanently.,u,0.0,0.0,0.0,0.0,0.0,0.0,21
396,Nyoni,Trey Nyoni,Liverpool,3,0,0,0,0,0,0.0,10,0,0,0,0,0,100,,a,0.0,0.0,0.0,0.0,0.0,0.5,21
397,Darwin,Darwin Núñez Ribeiro,Liverpool,4,0,0,0,0,0,0.0,10,15,0,0,0,0,100,Has joined Al-Hilal permanently.,u,0.0,0.0,0.0,0.0,0.0,0.1,21
398,Danns,Jayden Danns,Liverpool,4,0,0,0,0,0,0.0,10,15,0,0,0,0,100,Hamstring injury - Unknown return date,i,0.0,0.0,0.0,0.0,0.0,0.1,21
499,Isak,Alexander Isak,Liverpool,4,475,6,22,225,4,56.25,3,0,1,1,0,0,100,,a,3.0,61.2,35.9,124.0,21.2,4.7,24
661,Ekitiké,Hugo Ekitiké,Liverpool,4,786,9,55,211,5,42.2,1,0,5,1,0,0,100,,a,4.0,235.4,112.5,249.0,58.7,12.9,26
686,Ngumoha,Rio Ngumoha,Liverpool,3,42,0,10,12,1,12.0,7,0,1,0,0,0,100,,a,0.2,44.2,34.0,25.0,10.4,0.4,21
692,Leoni,Giovanni Leoni,Liverpool,2,0,0,0,0,0,0.0,10,14,0,0,0,0,100,Knee injury - Expected back 01 Sep,i,0.0,0.0,0.0,0.0,0.0,0.0,22
746,Morrison,Kieran Morrison,Liverpool,3,0,0,0,0,0,0.0,7,0,0,0,0,0,100,,a,0.0,0.0,0.0,0.0,0.0,0.0,21
182,Trafford,James Trafford,Man City,1,270,3,11,0,0,0.0,10,0,0,0,0,0,100,,a,0.0,100.2,0.0,0.0,10.1,1.0,23
399,Ederson M.,Ederson Santana de Moraes,Man City,1,0,0,0,0,0,0.0,10,15,0,0,0,0,100,has joined Fenerbache permanently.,u,0.0,0.0,0.0,0.0,0.0,0.9,23
400,Ortega Moreno,Stefan Ortega Moreno,Man City,1,0,0,0,0,0,0.0,10,0,0,0,0,0,100,,a,0.0,0.0,0.0,0.0,0.0,0.2,23
401,Bettinelli,Marcus Bettinelli,Man City,1,0,0,0,0,0,0.0,10,0,0,0,0,0,100,,a,0.0,0.0,0.0,0.0,0.0,0.1,23
402,Aït-Nouri,Rayan Aït-Nouri,Man City,2,203,3,11,0,0,0.0,9,0,0,0,1,0,100,,a,0.0,44.0,27.5,7.0,7.8,4.3,22
403,Gvardiol,Joško Gvardiol,Man City,2,948,11,53,429,5,85.8,1,0,2,1,2,0,100,,a,4.8,255.4,74.7,118.0,44.8,6.7,27
404,Akanji,Manuel Akanji,Man City,2,0,0,0,0,0,0.0,10,15,0,0,0,0,100,has joined Inter Milan on loan for the rest of the season.,u,0.0,0.0,0.0,0.0,0.0,0.3,22
405,Aké,Nathan Aké,Man City,2,222,1,12,21,2,10.5,6,0,0,0,0,0,100,,a,0.5,39.4,25.0,13.0,7.8,0.6,22
406,Khusanov,Abdukodir Khusanov,Man City,2,227,3,11,0,0,0.0,10,0,0,0,1,0,100,,a,0.0,42.4,5.2,0.0,4.8,0.3,22
407,Matheus N.,Matheus Nunes,Man City,2,1053,11,57,450,5,90.0,0,0,1,3,2,0,100,,a,3.0,266.8,148.1,38.0,45.4,1.4,27
408,Rúben,Rúben dos Santos Gato Alves Dias,Man City,2,1265,14,67,450,5,90.0,0,0,2,0,0,0,100,,a,5.5,350.0,74.7,44.0,47.0,5.5,27
409,Stones,John Stones,Man City,2,351,4,12,27,2,13.5,7,0,0,0,0,0,50,Leg injury - 50% chance of playing,d,0.2,76.6,19.6,2.0,9.8,0.7,22
410,Lewis,Rico Lewis,Man City,2,180,2,16,8,1,8.0,7,0,0,1,0,0,100,,a,0.2,48.0,33.6,15.0,9.6,1.4,22
411,O’Reilly,Nico O'Reilly,Man City,2,1043,11,62,450,5,90.0,0,0,1,3,2,0,100,,a,2.8,285.6,193.3,171.0,65.0,7.5,27
412,Vitor Reis,Vitor de Oliveira Nunes dos Reis,Man City,2,0,0,0,0,0,0.0,10,15,0,0,0,0,100,Has joined Girona on loan for the rest of the season.,u,0.0,0.0,0.0,0.0,0.0,0.0,22
413,Marmoush,Omar Marmoush,Man City,3,203,2,15,41,4,10.25,4,0,0,1,0,0,100,,a,0.8,41.2,38.8,93.0,17.1,2.5,21
414,Foden,Phil Foden,Man City,3,1045,12,77,424,5,84.8,0,0,6,2,3,0,100,,a,11.5,352.0,467.8,259.0,107.7,27.0,26
415,Savinho,Sávio Moreira de Oliveira,Man City,3,436,4,19,85,4,21.25,1,0,0,1,1,0,100,,a,0.8,62.8,120.4,144.0,32.7,0.4,21
416,Bernardo,Bernardo Mota Veiga de Carvalho e Silva,Man City,3,975,11,32,425,5,85.0,0,0,0,2,4,0,100,,a,1.8,139.6,226.7,45.0,41.0,0.5,26
417,Cherki,Rayan Cherki,Man City,3,393,5,43,232,5,46.4,2,0,1,6,1,0,100,,a,5.8,187.6,246.5,130.0,56.5,3.8,24
418,Doku,Jérémy Doku,Man City,3,935,11,59,391,5,78.2,0,0,1,6,0,0,100,,a,3.8,267.4,496.4,314.0,107.7,9.1,26
420,Gündoğan,İlkay Gündoğan,Man City,3,0,0,0,0,0,0.0,10,15,0,0,0,0,100,has joined Galatasaray permanently.,u,0.0,0.0,0.0,0.0,0.0,0.1,21
421,Rodrigo,Rodrigo 'Rodri' Hernandez Cascante,Man City,3,292,4,12,0,0,0.0,8,9,0,0,0,0,100,Muscle injury - Unknown return date,i,0.0,50.6,50.9,19.0,12.0,0.4,21
422,Kovačić,Mateo Kovačić,Man City,3,4,0,1,0,0,0.0,9,14,0,0,0,0,100,Ankle injury - Unknown return date,i,0.0,2.6,0.8,0.0,0.3,0.0,21
423,N.Gonzalez,Nico González Iglesias,Man City,3,977,10,39,423,5,84.6,0,0,1,0,3,0,100,,a,2.8,213.8,130.7,56.0,40.1,0.1,26
424,Bobb,Oscar Bobb,Man City,3,464,5,18,13,1,13.0,5,0,0,1,1,0,100,,a,0.0,69.8,154.3,87.0,31.2,0.2,24
425,Echeverri,Claudio Echeverri,Man City,3,0,0,0,0,0,0.0,10,15,0,0,0,0,100,Has joined Bayer Leverkusen on loan for the rest of the season.,u,0.0,0.0,0.0,0.0,0.0,0.0,21
427,Reijnders,Tijjani Reijnders,Man City,3,946,11,46,189,4,47.25,1,0,2,2,2,0,100,,a,3.0,188.2,215.8,203.0,60.1,13.5,26
428,Nypan,Sverre Nypan,Man City,3,0,0,0,0,0,0.0,10,15,0,0,0,0,100,Has joined Middlesbrough on loan for the rest of the season.,u,0.0,0.0,0.0,0.0,0.0,0.0,21
429,Phillips,Kalvin Phillips,Man City,3,0,0,0,0,0,0.0,10,0,0,0,0,0,100,,a,0.0,0.0,0.0,0.0,0.0,0.1,21
430,Haaland,Erling Haaland,Man City,4,1282,15,122,428,5,85.6,0,0,15,3,0,0,100,,a,5.0,619.0,105.0,785.0,151.0,73.0,26
736,Donnarumma,Gianluigi Donnarumma,Man City,1,1080,12,43,450,5,90.0,0,0,0,0,4,0,100,,a,3.0,177.4,0.0,0.0,17.9,10.2,28
739,Mukasa,Divine Mukasa,Man City,3,0,0,0,0,0,0.0,10,0,0,0,0,0,100,,a,0.0,0.0,0.0,0.0,0.0,0.0,21
740,Mfuni,Stephen Mfuni,Man City,2,0,0,0,0,0,0.0,10,0,0,0,0,0,100,,a,0.0,0.0,0.0,0.0,0.0,0.0,22
742,McAidoo,Ryan McAidoo,Man City,3,0,0,0,0,0,0.0,10,0,0,0,0,0,100,,a,0.0,0.0,0.0,0.0,0.0,0.0,21
119,Mbeumo,Bryan Mbeumo,Man Utd,3,1315,15,72,450,5,90.0,0,0,6,1,3,0,100,,a,3.0,347.0,442.2,487.0,127.6,28.9,26
431,Bayindir,Altay Bayındır,Man Utd,1,540,6,11,0,0,0.0,9,0,0,0,0,0,100,,a,0.0,118.4,10.0,0.0,12.8,0.3,28
432,Onana,André Onana,Man Utd,1,0,0,0,0,0,0.0,10,15,0,0,0,0,100,has joined Trabzonspor on loan for the rest of the season.,u,0.0,0.0,0.0,0.0,0.0,0.2,23
433,Harrison,Elyh Harrison,Man Utd,1,0,0,0,0,0,0.0,10,15,0,0,0,0,100,On loan to Shrewsbury Town,u,0.0,0.0,0.0,0.0,0.0,0.0,23
434,Heaton,Tom Heaton,Man Utd,1,0,0,0,0,0,0.0,10,0,0,0,0,0,100,,a,0.0,0.0,0.0,0.0,0.0,0.3,23
435,Mee,Dermot Mee,Man Utd,1,0,0,0,0,0,0.0,10,0,0,0,0,0,100,,a,0.0,0.0,0.0,0.0,0.0,0.1,23
436,De Ligt,Matthijs de Ligt,Man Utd,2,1170,13,43,270,3,90.0,2,0,1,0,0,0,75,Knock - 75% chance of playing,d,1.0,276.6,60.2,122.0,45.7,3.1,27
437,Martinez,Lisandro Martínez,Man Utd,2,31,0,3,31,3,10.333333333333334,7,0,0,0,0,0,100,,a,0.8,13.0,2.1,0.0,1.5,0.1,22
438,Mazraoui,Noussair Mazraoui,Man Utd,2,439,6,17,296,5,59.2,4,0,0,0,1,0,100,,a,1.8,106.6,51.1,14.0,17.1,0.2,25
439,D.Leon,Diego León Blanco,Man Utd,2,0,0,0,0,0,0.0,10,0,0,0,0,0,100,,a,0.0,0.0,0.0,0.0,0.0,0.1,22
440,Dalot,Diogo Dalot Teixeira,Man Utd,2,864,10,45,282,5,56.4,0,0,1,3,0,0,100,,a,5.8,193.8,192.4,76.0,46.2,1.1,27
441,Dorgu,Patrick Dorgu,Man Utd,2,708,7,20,165,5,33.0,0,0,0,1,4,0,100,,a,1.0,127.8,153.2,96.0,37.7,2.4,27
442,Maguire,Harry Maguire,Man Utd,2,341,4,33,71,1,71.0,6,7,1,1,0,0,100,Hamstring injury - Unknown return date,i,0.0,86.8,16.3,40.0,14.3,0.5,22
443,Shaw,Luke Shaw,Man Utd,2,1281,15,34,438,5,87.6,0,0,0,1,2,0,100,,a,1.5,219.8,106.3,13.0,33.9,0.6,27
444,Yoro,Leny Yoro,Man Utd,2,847,9,28,227,5,45.4,0,0,0,1,0,0,100,,a,1.2,142.4,54.3,32.0,22.8,1.5,27
445,Amass,Harry Amass,Man Utd,2,0,0,0,0,0,0.0,10,15,0,0,0,0,100,has joined Sheffield Wednesday on loan for the rest of the season.,u,0.0,0.0,0.0,0.0,0.0,0.1,22
446,Fredricson,Tyler Fredricson,Man Utd,2,0,0,0,0,0,0.0,10,0,0,0,0,0,100,,a,0.0,0.0,0.0,0.0,0.0,0.1,22
447,Heaven,Ayden Heaven,Man Utd,2,141,2,6,113,2,56.5,7,0,0,1,1,0,100,,a,0.5,50.8,11.2,6.0,6.8,1.4,22
448,Malacia,Tyrell Malacia,Man Utd,2,0,0,0,0,0,0.0,10,0,0,0,0,0,100,,a,0.0,0.0,0.0,0.0,0.0,0.4,22
449,B.Fernandes,Bruno Borges Fernandes,Man Utd,3,1340,15,85,450,5,90.0,0,0,4,6,2,0,100,,a,8.8,518.8,655.0,305.0,148.1,21.7,26
450,Cunha,Matheus Santos Carneiro da Cunha,Man Utd,3,849,10,34,237,3,79.0,2,0,1,1,0,0,100,,a,2.0,168.4,180.2,258.0,60.7,3.7,26
