player_id,player_name,games_played,recent_minutes_last_5,recent_games_last_5,avg_minutes_per_game_last_5,times_unavailable_last_10,max_consecutive_unavailable,total_minutes_last_10,games_started_last_10,workload_trend
1,David Raya Martín,15,450,5,90.0,0,0,900,10,stable
2,Kepa Arrizabalaga Revuelta,15,0,0,0.0,10,15,0,0,stable
3,Karl Hein,15,0,0,0.0,10,15,0,0,stable
4,Tommy Setford,15,0,0,0.0,10,15,0,0,stable
5,Gabriel dos Santos Magalhães,15,90,1,18.0,4,4,540,6,decreasing
6,William Saliba,15,180,2,36.0,3,3,540,5,decreasing
7,Riccardo Calafiori,15,400,5,80.0,0,0,785,9,stable
8,Jurriën Timber,15,406,5,81.2,0,0,856,9,stable
9,Jakub Kiwior,15,0,0,0.0,10,15,0,0,stable
10,Myles Lewis-Skelly,15,50,3,10.0,3,1,70,0,increasing
11,Benjamin White,15,180,2,36.0,8,12,180,2,increasing
13,Brayden Clarke,15,0,0,0.0,10,15,0,0,stable
14,Maldini Kacurri,15,0,0,0.0,10,15,0,0,stable
15,Josh Nichols,15,0,0,0.0,10,15,0,0,stable
16,Bukayo Saka,15,377,5,75.4,0,2,781,9,stable
17,Martin Ødegaard,15,213,3,42.6,5,5,250,2,increasing
18,Noni Madueke,15,116,4,23.2,6,6,116,1,increasing
19,Gabriel Martinelli Silva,15,120,3,24.0,3,3,184,1,increasing
20,Leandro Trossard,15,207,3,41.4,2,2,628,7,decreasing
21,Declan Rice,15,442,5,88.4,0,0,871,10,stable
22,Mikel Merino Zazón,15,402,5,80.4,0,1,514,4,increasing
23,Fábio Ferreira Vieira,15,0,0,0.0,10,15,0,0,stable
24,Christian Nørgaard,15,0,0,0.0,8,7,14,0,decreasing
25,Ethan Nwaneri,15,2,1,0.4,7,3,35,0,decreasing
26,Martín Zubimendi Ibáñez,15,416,5,83.2,0,0,813,9,stable
28,Ismeal Kabia,15,0,0,0.0,10,15,0,0,stable
29,Albert Sambi Lokonga,15,0,0,0.0,10,15,0,0,stable
30,Kai Havertz,15,0,0,0.0,10,14,0,0,stable
31,Gabriel Fernando de Jesus,15,0,0,0.0,10,15,0,0,stable
266,Eberechi Eze,15,322,5,64.4,0,1,709,8,stable
662,Cristhian Mosquera,15,137,4,27.4,4,2,227,1,increasing
666,Viktor Gyökeres,15,70,3,14.0,2,2,475,4,decreasing
700,Max Dowman,14,0,0,0.0,10,12,0,0,stable
711,Andre Harriman-Annous,13,0,0,0.0,10,13,0,0,stable
725,Piero Hincapié,12,357,4,71.4,4,5,383,4,increasing
759,Marli Salmon,1,0,0,0.0,1,1,0,0,insufficient_data
32,Emiliano Martínez Romero,15,360,4,72.0,1,1,810,9,stable
33,Marco Bizot,15,90,1,18.0,9,10,90,1,increasing
34,Joe Gauci,15,0,0,0.0,10,15,0,0,stable
35,Filip Marschall,15,0,0,0.0,10,15,0,0,stable
36,Matty Cash,15,446,5,89.2,0,0,889,10,stable
37,Lucas Digne,15,245,4,49.0,1,1,665,7,decreasing
38,Ezri Konsa Ngoyo,15,450,5,90.0,0,1,900,10,stable
39,Ian Maatsen,15,204,3,40.8,3,1,232,2,increasing
40,Tyrone Mings,15,0,0,0.0,8,5,47,0,decreasing
41,Pau Torres,15,445,5,89.0,0,2,846,9,stable
42,Andrés García,15,0,0,0.0,10,15,0,0,stable
43,Álex Moreno Lopera,15,0,0,0.0,10,15,0,0,stable
44,Lamare Bogarde,15,36,5,7.2,3,3,206,2,decreasing
45,Lino da Cruz Sousa,15,0,0,0.0,10,15,0,0,stable
46,Yasin Özcan,15,0,0,0.0,10,15,0,0,stable
47,Morgan Rogers,15,445,5,89.0,0,0,895,10,stable
48,Youri Tielemans,15,286,5,57.2,5,6,286,3,increasing
49,Leon Bailey,15,0,0,0.0,10,15,0,0,stable
50,Emiliano Buendía Stati,15,175,5,35.0,1,1,310,1,stable
51,Samuel Iling-Junior,15,0,0,0.0,10,15,0,0,stable
53,Donyell Malen,15,165,5,33.0,0,0,350,3,stable
54,John McGinn,15,377,5,75.4,0,0,735,9,stable
55,Ross Barkley,15,53,3,10.6,3,6,114,0,stable
56,Enzo Barrenechea,15,0,0,0.0,10,15,0,0,stable
57,Lewis Dobbin,15,0,0,0.0,10,15,0,0,stable
58,Boubacar Kamara,15,416,5,83.2,0,2,794,9,stable
59,Amadou Onana,15,249,4,49.8,2,4,511,6,stable
60,Ben Broggio,15,0,0,0.0,10,15,0,0,stable
61,Leander Dendoncker,15,0,0,0.0,10,15,0,0,stable
62,Jamaldeen Jimoh-Aloba,15,0,0,0.0,10,15,0,0,stable
63,Kadan Young,15,0,0,0.0,10,15,0,0,stable
64,Ollie Watkins,15,333,5,66.6,0,0,677,8,stable
65,Zépiqueno Redmond,15,0,0,0.0,10,15,0,0,stable
389,Harvey Elliott,15,0,0,0.0,9,9,45,0,decreasing
456,Jadon Sancho,15,58,4,11.6,4,4,118,0,stable
677,Evann Guessand,15,89,2,17.8,3,2,328,3,decreasing
688,James Wright,15,0,0,0.0,10,15,0,0,stable
701,Triston Rowe,14,0,0,0.0,10,14,0,0,stable
702,Bradley Burrowes,14,0,0,0.0,10,12,0,0,stable
703,Sam Proctor,14,0,0,0.0,10,14,0,0,stable
710,Travis Patterson,13,0,0,0.0,10,13,0,0,stable
719,Victor Lindelöf,12,4,1,0.8,7,7,18,0,decreasing
754,George Hemmings,4,0,0,0.0,4,4,0,0,insufficient_data
757,Ronnie Hollingshead,2,0,0,0.0,2,2,0,0,insufficient_data
183,Max Weiß,15,0,0,0.0,10,15,0,0,stable
184,Etienne Green,15,0,0,0.0,10,15,0,0,stable
185,Václav Hladký,15,0,0,0.0,10,15,0,0,stable
186,Connor Roberts,15,0,0,0.0,10,15,0,0,stable
187,Kyle Walker,15,450,5,90.0,0,0,900,10,stable
188,Hannes Delcroix,15,0,0,0.0,10,15,0,0,stable
189,Owen Dodgson,15,0,0,0.0,10,15,0,0,stable
190,Hjalmar Ekdal,15,180,2,36.0,6,4,271,3,increasing
191,Maxime Estève,15,450,5,90.0,0,0,900,10,stable
192,Quilindschy Hartman,15,350,4,70.0,1,1,797,9,stable
193,Bashir Humphreys,15,0,0,0.0,9,9,2,0,decreasing
194,Jordan Beyer,15,0,0,0.0,10,15,0,0,stable
195,Lucas Pires Silva,15,51,2,10.2,8,10,51,0,increasing
196,Shurandy Sambo,15,0,0,0.0,10,15,0,0,stable
197,Oliver Sonne,15,0,0,0.0,10,12,0,0,stable
198,Axel Tuanzebe,15,270,3,54.0,3,6,630,7,stable
199,Joe Worrall,15,45,1,9.0,8,7,46,0,increasing
200,Jaidon Anthony,15,227,5,45.4,0,0,591,6,decreasing
201,Manuel Benson Hedilazio,15,0,0,0.0,10,15,0,0,stable
202,Jacob Bruun Larsen,15,182,5,36.4,0,2,394,2,stable
203,Enock Agyei,15,0,0,0.0,10,15,0,0,stable
204,Darko Churlinov,15,0,0,0.0,10,15,0,0,stable
205,Josh Cullen,15,430,5,86.0,0,0,859,10,stable
206,Marcus Edwards,15,42,3,8.4,6,8,50,0,increasing
207,Hannibal Mejbri,15,127,4,25.4,2,1,151,0,increasing
208,Luca Koleosho,15,0,0,0.0,10,15,0,0,stable
209,Josh Laurent,15,46,3,9.2,2,1,326,3,decreasing
210,Loum Tchaouna,15,260,4,52.0,2,1,439,4,increasing
211,Aaron Ramsey,15,0,0,0.0,10,15,0,0,stable
212,Oluwaseun Adewumi,15,0,0,0.0,10,15,0,0,stable
213,Jaydon Banel,15,0,0,0.0,10,15,0,0,stable
214,Mike Trésor Ndayishimiye,15,0,0,0.0,10,15,0,0,stable
215,Zian Flemming,15,293,5,58.6,1,2,542,6,stable
216,Zeki Amdouni,15,0,0,0.0,10,15,0,0,stable
217,Lyle Foster,15,227,4,45.4,3,2,387,4,increasing
218,Ashley Barnes,15,0,0,0.0,9,7,7,0,decreasing
219,Michael Obafemi,15,0,0,0.0,10,15,0,0,stable
470,Martin Dúbravka,15,450,5,90.0,0,0,900,10,stable
676,Lesley Ugochukwu,15,280,5,56.0,0,1,545,6,stable
680,Armando Broja,15,140,5,28.0,2,3,195,1,increasing
722,Florentino Ibrain Morris Luís,12,381,5,76.2,0,0,831,10,stable
66,Norberto Murara Neto,15,0,0,0.0,10,15,0,0,stable
67,Đorđe Petrović,15,450,5,90.0,0,0,900,10,stable
68,Will Dennis,15,0,0,0.0,10,15,0,0,stable
69,Callan McKenna,15,0,0,0.0,10,15,0,0,stable
70,Alex Paulsen,15,0,0,0.0,10,15,0,0,stable
71,Illia Zabarnyi,15,0,0,0.0,10,15,0,0,stable
72,Marcos Senesi Barón,15,331,4,66.2,1,1,768,9,stable
73,Adam Smith,15,182,4,36.4,6,7,182,2,increasing
74,Adrien Truffert,15,422,5,84.4,0,0,872,10,stable
75,Matai Akinmboni,15,0,0,0.0,10,15,0,0,stable
76,Owen Bevan,15,0,0,0.0,10,15,0,0,stable
77,James Hill,15,28,1,5.6,7,6,103,1,decreasing
78,Julián Araujo Zúñiga,15,0,0,0.0,10,15,0,0,stable
79,Chris Mepham,15,0,0,0.0,10,15,0,0,stable
80,Julio Soler Barreto,15,20,1,4.0,9,9,20,0,increasing
81,Justin Kluivert,15,223,4,44.6,1,1,482,5,stable
82,Antoine Semenyo,15,360,4,72.0,1,1,810,9,stable
84,Marcus Tavernier,15,390,5,78.0,0,0,750,8,stable
85,Tyler Adams,15,329,4,65.8,1,1,745,9,stable
86,David Brooks,15,108,4,21.6,2,1,304,3,decreasing
87,Ryan Christie,15,72,2,14.4,3,3,193,0,decreasing
88,Lewis Cook,15,180,3,36.0,4,3,210,1,increasing
89,Philip Billing,15,0,0,0.0,10,15,0,0,stable
90,Alex Scott,15,321,5,64.2,0,0,658,7,stable
91,Luis Sinisterra Lucumí,15,0,0,0.0,10,15,0,0,stable
92,Romain Faivre,15,0,0,0.0,10,15,0,0,stable
93,Hamed Traorè,15,0,0,0.0,10,14,0,0,stable
94,Dominic Sadi,15,0,0,0.0,10,15,0,0,stable
95,Zain Silcott-Duberry,15,0,0,0.0,10,15,0,0,stable
96,Ben Winterburn,15,0,0,0.0,10,14,0,0,stable
97,Francisco Evanilson de Lima Barbosa,15,360,5,72.0,2,2,568,6,increasing
98,Enes Ünal,15,33,4,6.6,5,8,34,0,increasing
99,Daniel Adu-Adjei,15,0,0,0.0,10,15,0,0,stable
100,Junior Kroupi,15,182,4,36.4,2,2,394,5,stable
391,Ben Gannon-Doak,15,0,0,0.0,6,5,53,0,decreasing
685,Bafodé Diakité,15,315,4,63.0,2,1,675,7,stable
687,Remy Rees-Dottin,15,0,0,0.0,10,15,0,0,stable
697,Amine Adli,14,201,5,40.2,2,1,296,1,increasing
713,Álex Jiménez Sánchez,12,243,4,48.6,1,1,569,6,stable
721,Veljko Milosavljevic,12,180,2,36.0,6,2,275,3,increasing
756,Malcom DaCosta,2,0,0,0.0,2,2,0,0,insufficient_data
27,Reiss Nelson,15,16,2,3.2,7,9,31,0,stable
83,Dango Ouattara,15,421,5,84.2,0,1,756,9,stable
101,Caoimhín Kelleher,15,450,5,90.0,0,0,900,10,stable
102,Ellery Balcombe,15,0,0,0.0,10,15,0,0,stable
103,Matthew Cox,15,0,0,0.0,10,15,0,0,stable
104,Julian Eyestone,15,0,0,0.0,10,15,0,0,stable
105,Hákon Rafn Valdimarsson,15,0,0,0.0,10,15,0,0,stable
106,Nathan Collins,15,376,5,75.2,0,0,826,9,stable
107,Keane Lewis-Potter,15,44,4,8.8,2,1,107,0,decreasing
108,Kristoffer Ajer,15,214,3,42.8,3,1,574,6,decreasing
109,Rico Henry,15,154,4,30.8,4,2,170,1,increasing
110,Michael Kayode,15,435,5,87.0,0,0,861,10,stable
111,Ethan Pinnock,15,73,1,14.6,9,8,73,1,increasing
112,Mads Roerslev Rasmussen,15,0,0,0.0,10,15,0,0,stable
113,Sepp van den Berg,15,450,5,90.0,0,0,900,10,stable
114,Benjamin Arthur,15,0,0,0.0,10,15,0,0,stable
115,Benjamin Fredrick,15,0,0,0.0,10,15,0,0,stable
116,Aaron Hickey,15,166,4,33.2,4,3,330,4,stable
117,Kim Ji-soo,15,0,0,0.0,10,15,0,0,stable
118,Jayden Meghoma,15,0,0,0.0,10,15,0,0,stable
120,Kevin Schade,15,403,5,80.6,0,0,841,9,stable
121,Mikkel Damsgaard,15,341,5,68.2,0,1,707,9,stable
122,Antoni Milambo,15,0,0,0.0,10,14,0,0,stable
123,Fábio Freitas Gouveia Carvalho,15,0,0,0.0,8,5,5,0,decreasing
124,Jordan Henderson,15,389,5,77.8,0,0,806,9,stable
125,Vitaly Janelt,15,90,4,18.0,1,4,213,2,stable
126,Mathias Jensen,15,189,5,37.8,0,1,246,2,increasing
127,Gustavo Nunes Fernandes Gomes,15,0,0,0.0,10,15,0,0,stable
128,Frank Onyeka,15,0,0,0.0,7,6,27,0,decreasing
129,Yehor Yarmoliuk,15,332,5,66.4,0,0,679,8,stable
130,Romelle Donovan,15,0,0,0.0,10,15,0,0,stable
131,Yunus Emre Konak,15,0,0,0.0,10,15,0,0,stable
132,Paris Maghoma,15,0,0,0.0,10,15,0,0,stable
133,Myles Peart-Harris,15,0,0,0.0,10,15,0,0,stable
134,Ryan Trevitt,15,0,0,0.0,10,15,0,0,stable
136,Igor Thiago Nascimento Rodrigues,15,390,5,78.0,0,0,816,9,stable
137,Iwan Morgan,15,0,0,0.0,10,15,0,0,stable
748,Josh Dasilva,5,0,0,0.0,5,5,0,0,insufficient_data
138,Jason Steele,15,0,0,0.0,10,15,0,0,stable
139,Bart Verbruggen,15,450,5,90.0,0,0,900,10,stable
140,Tom McGill,15,0,0,0.0,10,15,0,0,stable
141,Carl Rushworth,15,0,0,0.0,10,15,0,0,stable
142,Kjell Scherpen,15,0,0,0.0,10,15,0,0,stable
143,Olivier Boscagli,15,52,2,10.4,8,11,52,0,increasing
144,Diego Coppola,15,0,0,0.0,9,7,1,0,decreasing
145,Maxim De Cuyper,15,294,5,58.8,1,1,431,3,increasing
146,Lewis Dunk,15,405,5,81.0,0,0,855,9,stable
147,Pervis Estupiñán Tenorio,15,0,0,0.0,10,15,0,0,stable
148,Ferdi Kadıoğlu,15,418,5,83.6,0,1,868,10,stable
150,Tariq Lamptey,15,0,0,0.0,10,15,0,0,stable
151,Jan Paul van Hecke,15,450,5,90.0,0,0,900,10,stable
152,Joël Veltman,15,34,4,6.8,5,4,88,0,decreasing
153,Adam Webster,15,0,0,0.0,10,15,0,0,stable
154,Eiran Cashin,15,0,0,0.0,10,15,0,0,stable
155,Jacob Slater,15,0,0,0.0,10,15,0,0,stable
156,Charlie Tasker,15,0,0,0.0,10,15,0,0,stable
157,Mitoma Kaoru,15,0,0,0.0,9,9,66,1,decreasing
158,Georginio Rutter,15,307,4,61.4,1,1,674,7,stable
159,Solly March,15,0,0,0.0,10,15,0,0,stable
160,Yankuba Minteh,15,422,5,84.4,0,0,868,10,stable
161,Julio Enciso Espínola,15,0,0,0.0,10,15,0,0,stable
162,Brajan Gruda,15,101,4,20.2,4,4,193,2,stable
163,Jack Hinshelwood,15,150,4,30.0,6,7,150,1,increasing
164,Matt O'Riley,15,0,0,0.0,10,13,0,0,stable
165,Abdallah Sima,15,0,0,0.0,10,15,0,0,stable
166,Yasin Ayari,15,270,3,54.0,2,2,689,7,decreasing
167,Carlos Baleba,15,261,5,52.2,0,0,590,5,stable
169,Diego Gómez Amarilla,15,416,5,83.2,0,1,721,8,increasing
170,James Milner,15,0,0,0.0,7,6,63,0,decreasing
171,Jeremy Sarmiento Morante,15,0,0,0.0,10,15,0,0,stable
172,Tom Watson,15,0,0,0.0,8,8,40,0,decreasing
173,Mats Wieffer,15,450,5,90.0,0,2,820,9,stable
174,Malick Yalcouyé,15,0,0,0.0,10,15,0,0,stable
175,Joe Knight,15,0,0,0.0,9,9,1,0,decreasing
176,Adrian Mazilu,15,0,0,0.0,10,15,0,0,stable
177,Andrew Moran,15,0,0,0.0,10,15,0,0,stable
178,Danny Welbeck,15,351,5,70.2,0,0,724,8,stable
179,Evan Ferguson,15,0,0,0.0,10,15,0,0,stable
180,Stefanos Tzimas,15,53,3,10.6,2,3,109,0,stable
181,Charalampos Kostoulas,15,46,3,9.2,4,7,60,0,increasing
744,Nehemiah Oriola,8,0,0,0.0,7,5,1,0,insufficient_data
168,Facundo Buonanotte,15,0,0,0.0,10,11,0,0,stable
220,Robert Lynch Sánchez,15,450,5,90.0,0,0,900,10,stable
221,Filip Jörgensen,15,0,0,0.0,10,10,0,0,stable
222,Mike Penders,15,0,0,0.0,10,15,0,0,stable
223,Gabriel Słonina,15,0,0,0.0,10,15,0,0,stable
224,Marc Cucurella Saseta,15,450,5,90.0,0,0,900,10,stable
225,Reece James,15,238,4,47.6,1,1,688,7,decreasing
226,Trevoh Chalobah,15,450,5,90.0,1,1,772,8,increasing
227,Levi Samuels Colwill,15,0,0,0.0,10,15,0,0,stable
228,Malo Gusto,15,324,5,64.8,1,1,602,6,stable
229,Benoît Badiashile Mukinayi,15,90,2,18.0,6,5,155,0,increasing
230,Wesley Fofana,15,270,3,54.0,6,4,358,4,increasing
231,Mamadou Sarr,15,0,0,0.0,10,15,0,0,stable
232,Tosin Adarabioyo,15,180,2,36.0,5,2,204,2,increasing
233,Josh Acheampong,15,0,0,0.0,6,6,258,3,decreasing
234,Aarón Anselmino,15,0,0,0.0,10,15,0,0,stable
235,Cole Palmer,15,86,2,17.2,8,8,86,0,increasing
236,Pedro Lomba Neto,15,391,5,78.2,0,0,788,9,stable
237,Enzo Fernández,15,442,5,88.4,1,1,802,9,stable
238,Estêvão Almeida de Oliveira Gonçalves,15,129,4,25.8,1,1,256,1,stable
239,Jamie Bynoe-Gittens,15,157,3,31.4,3,2,255,2,increasing
240,Christopher Nkunku,15,0,0,0.0,10,15,0,0,stable
241,Moisés Caicedo Corozo,15,127,2,25.4,3,2,532,5,decreasing
243,Tyrique George,15,0,0,0.0,9,6,5,0,decreasing
244,Roméo Lavia,15,0,0,0.0,6,5,105,0,decreasing
245,Mykhailo Mudryk,15,0,0,0.0,10,15,0,0,stable
246,Andrey Nascimento dos Santos,15,173,3,34.6,4,1,276,2,increasing
247,Dário Luís Essugo,15,0,0,0.0,10,15,0,0,stable
248,Kendry Páez Andrade,15,0,0,0.0,10,15,0,0,stable
249,João Pedro Junqueira de Jesus,15,333,5,66.6,0,0,760,8,stable
250,Liam Delap,15,255,5,51.0,5,7,255,3,increasing
251,Nicolas Jackson,15,0,0,0.0,10,15,0,0,stable
252,Marc Guiu Paz,15,98,4,19.6,3,3,234,1,stable
453,Alejandro Garnacho Ferreyra,15,240,4,48.0,2,3,481,4,stable
672,Jorrel Hato,15,0,0,0.0,8,8,100,1,decreasing
743,Landon Emenalo,9,0,0,0.0,9,9,0,0,insufficient_data
253,Dean Henderson,15,450,5,90.0,0,0,900,10,stable
254,Walter Benítez,15,0,0,0.0,10,15,0,0,stable
255,Remi Matthews,15,0,0,0.0,10,15,0,0,stable
256,Daniel Muñoz Mejía,15,360,4,72.0,1,1,810,9,stable
257,Maxence Lacroix,15,450,5,90.0,0,0,900,10,stable
258,Tyrick Mitchell,15,444,5,88.8,0,0,894,10,stable
259,Borna Sosa,15,0,0,0.0,9,8,1,0,decreasing
260,Marc Guéhi,15,360,4,72.0,1,1,810,9,stable
261,Chris Richards,15,442,5,88.4,0,0,892,10,stable
262,Chadi Riad Dnanou,15,0,0,0.0,10,15,0,0,stable
263,Nathaniel Clyne,15,76,1,15.2,9,11,76,1,increasing
264,Rob Holding,15,0,0,0.0,10,15,0,0,stable
265,Caleb Kporha,15,0,0,0.0,10,15,0,0,stable
267,Ismaïla Sarr,15,217,3,43.4,2,2,649,7,decreasing
268,Cheick Doucouré,15,0,0,0.0,10,15,0,0,stable
269,Romain Esse,15,0,0,0.0,10,13,0,0,stable
270,Will Hughes,15,34,4,6.8,3,2,90,0,decreasing
271,Daichi Kamada,15,424,5,84.8,0,2,835,10,stable
272,Jefferson Lerma Solís,15,219,5,43.8,1,1,334,3,increasing
273,Adam Wharton,15,397,5,79.4,1,1,728,9,stable
274,Asher Agbinone,15,0,0,0.0,10,15,0,0,stable
275,Naouirou Ahamada,15,0,0,0.0,10,15,0,0,stable
276,Justin Devenny,15,41,4,8.2,3,2,56,0,increasing
277,Malcolm Ebiowei,15,0,0,0.0,10,15,0,0,stable
278,Jesurun Rak-Sakyi,15,0,0,0.0,10,15,0,0,stable
279,Matheus França de Oliveira,15,0,0,0.0,10,15,0,0,stable
280,David Ozoh,15,0,0,0.0,10,15,0,0,stable
281,Kaden Rodney,15,0,0,0.0,10,15,0,0,stable
282,Franco Umeh-Chibueze,15,0,0,0.0,10,15,0,0,stable
283,Jean-Philippe Mateta,15,367,5,73.4,0,0,795,9,stable
284,Eddie Nketiah,15,172,4,34.4,2,4,264,1,increasing
285,Odsonne Édouard,15,0,0,0.0,10,13,0,0,stable
286,Zach Marsh,15,0,0,0.0,10,15,0,0,stable
690,Rio Cardines,15,0,0,0.0,10,15,0,0,stable
712,Yéremy Pino Santos,13,334,5,66.8,0,0,692,8,stable
723,Jaydee Canvot,12,112,4,22.4,5,6,113,1,increasing
732,Christantus Uche,12,36,2,7.2,6,3,38,0,increasing
242,Kiernan Dewsbury-Hall,15,445,5,89.0,1,1,792,9,stable
287,Jordan Pickford,15,450,5,90.0,0,0,900,10,stable
288,Mark Travers,15,0,0,0.0,10,15,0,0,stable
289,Harry Tyrer,15,0,0,0.0,10,15,0,0,stable
290,Jarrad Branthwaite,15,0,0,0.0,10,15,0,0,stable
291,James Tarkowski,15,450,5,90.0,0,0,900,10,stable
292,Vitalii Mykolenko,15,450,5,90.0,0,2,900,10,stable
293,Jake O'Brien,15,351,5,70.2,0,0,768,9,stable
294,Séamus Coleman,15,9,1,1.8,8,4,10,0,increasing
295,Michael Keane,15,360,4,72.0,1,1,784,9,stable
296,Nathan Patterson,15,0,0,0.0,10,15,0,0,stable
297,Roman Dixon,15,0,0,0.0,10,15,0,0,stable
298,Reece Welch,15,0,0,0.0,10,15,0,0,stable
299,Iliman Ndiaye,15,429,5,85.8,0,0,835,10,stable
300,Dwight McNeil,15,40,4,8.0,4,5,72,0,stable
301,Carlos Alcaraz Durán,15,198,4,39.6,2,1,323,3,increasing
302,Idrissa Gana Gueye,15,102,2,20.4,3,3,526,6,decreasing
303,James Garner,15,450,5,90.0,0,0,900,10,stable
304,Tim Iroegbunam,15,210,4,42.0,3,2,262,2,increasing
305,Harrison Armstrong,15,0,0,0.0,10,13,0,0,stable
306,Callum Bates,15,0,0,0.0,10,15,0,0,stable
307,Coby Ebere,15,0,0,0.0,10,15,0,0,stable
308,Isaac Heath,15,0,0,0.0,10,15,0,0,stable
309,Jenson Metcalfe,15,0,0,0.0,10,15,0,0,stable
310,Thierno Barry,15,384,5,76.8,0,0,545,5,increasing
311,Norberto Bercique Gomes Betuncal,15,61,5,12.2,0,0,346,3,decreasing
312,Youssef Ramalho Chermiti,15,0,0,0.0,10,15,0,0,stable
313,Martin Sherif,15,0,0,0.0,10,15,0,0,stable
419,Jack Grealish,15,431,5,86.2,1,1,791,9,stable
630,Tom King,15,0,0,0.0,10,15,0,0,stable
667,Adam Aznou,15,0,0,0.0,10,15,0,0,stable
704,Tyler Onyango,14,0,0,0.0,10,14,0,0,stable
705,Elijah Campbell,14,0,0,0.0,10,14,0,0,stable
707,Tyler Dibling,13,14,2,2.8,5,4,72,0,decreasing
728,Merlin Röhl,12,23,1,4.6,7,4,67,0,decreasing
314,Bernd Leno,15,450,5,90.0,0,0,900,10,stable
315,Steven Benda,15,0,0,0.0,10,15,0,0,stable
316,Antonee Robinson,15,0,0,0.0,9,9,10,0,decreasing
317,Joachim Andersen,15,450,5,90.0,1,1,761,8,increasing
318,Calvin Bassey,15,450,5,90.0,0,0,818,9,stable
319,Timothy Castagne,15,139,4,27.8,2,2,410,4,decreasing
320,Issa Diop,15,0,0,0.0,7,6,223,2,decreasing
321,Jorge Cuenca Barreno,15,0,0,0.0,9,7,81,1,decreasing
322,Kenny Tete,15,405,5,81.0,3,3,585,6,increasing
323,Samuel Amissah,15,0,0,0.0,10,15,0,0,stable
324,Alex Iwobi,15,442,5,88.4,0,0,859,10,stable
325,Emile Smith Rowe,15,191,5,38.2,0,0,309,2,increasing
326,Adama Traoré Diarra,15,16,2,3.2,3,3,183,2,decreasing
327,Andreas Hoelgebaum Pereira,15,0,0,0.0,10,15,0,0,stable
328,Ryan Sessegnon,15,360,4,72.0,1,1,799,9,stable
329,Harry Wilson,15,384,5,76.8,1,1,686,8,stable
330,Sander Berge,15,435,5,87.0,0,0,885,10,stable
331,Tom Cairney,15,2,1,0.4,5,4,164,2,decreasing
332,Saša Lukić,15,126,4,25.2,3,1,313,2,decreasing
333,Martial Godo,15,0,0,0.0,10,15,0,0,stable
334,Luke Harris,15,0,0,0.0,10,15,0,0,stable
335,Josh King,15,205,5,41.0,0,0,482,6,stable
336,Harrison Reed,15,1,1,0.2,9,11,1,0,increasing
337,Raúl Jiménez Rodríguez,15,400,5,80.0,1,1,661,7,increasing
338,Rodrigo Muniz Carvalho,15,16,1,3.2,8,4,34,0,stable
664,Benjamin Lecomte,15,0,0,0.0,10,15,0,0,stable
727,Samuel Chukwueze,12,257,5,51.4,2,2,303,2,increasing
731,Kevin Santos Lopes de Macedo,12,188,5,37.6,0,0,379,3,stable
737,Jonah Kusi-Asare,12,17,1,3.4,8,5,18,0,increasing
339,Illan Meslier,15,0,0,0.0,10,15,0,0,stable
